condition,phase,method,target_name,target_surface,target_token_id,target_tier,ant_L7,spider_L7,ant_L22,spider_L22,p_six,p_eight,p_four,log_p_six_minus_log_p_eight,output_kl_from_clean,top_token,top_token_id,causal_flip,strong_reproduction,semantic_coherence,all_coordinate_signs_valid,total_residual_delta_norm,total_normalized_residual_delta_norm,L7_P16_delta_norm,L22_P16_delta_norm,L22_P21_delta_norm,L7_P16_sae_cosine,L22_P16_sae_cosine,L22_P21_sae_cosine
secondary_grid_bee_a0.5_s0.03125,secondary_grid,additive,bee, bee,32737,insect_surrogate,0.5,0.03125,0.5,0.03125,1.4421934224628785e-07,0.9980713725090027,0.0019267309689894319,-15.749999996546768,0.007247219327837229, Eight,38923,False,False,True,True,24357.385130738658,0.7233612434496486,4855.23291015625,23822.5,1482.368896484375,0.012711184099316597,0.009960686787962914,0.08840383589267731
secondary_grid_bee_a0.5_s0.0625,secondary_grid,additive,bee, bee,32737,insect_surrogate,0.5,0.0625,0.5,0.0625,4.457734030438587e-05,0.9818812012672424,0.017983783036470413,-9.99999993871889,0.1089436486363411, Eight,38923,False,False,False,True,24718.87875597365,0.7431437719491099,5048.95458984375,24015.296875,2965.896240234375,0.012386137619614601,0.011871217750012875,0.08831139653921127
secondary_grid_bee_a0.5_s0.125,secondary_grid,additive,bee, bee,32737,insect_surrogate,0.5,0.125,0.5,0.125,4.5005268475506455e-05,0.9913069605827332,0.008576485328376293,-9.999999953516818,0.045973893254995346, Eight,38923,False,False,True,True,25959.788657965793,0.7925802367169402,5463.3798828125,24676.125,5928.82470703125,0.011903723701834679,0.013439971953630447,0.08832891285419464
secondary_grid_bee_a0.5_s0.25,secondary_grid,additive,bee, bee,32737,insect_surrogate,0.5,0.25,0.5,0.25,0.00011876274948008358,0.9623445272445679,0.037314146757125854,-9.000000000766711,0.2544705271720886, Eight,38923,False,False,False,True,30124.18141501174,0.9221540511179449,6371.7822265625,26950.009765625,11855.955078125,0.010856705717742443,0.015734000131487846,0.08828988671302795
secondary_grid_bee_a0.5_s0.5,secondary_grid,additive,bee, bee,32737,insect_surrogate,0.5,0.5,0.5,0.5,0.00020271273388061672,0.7759085297584534,0.22230152785778046,-8.25000004539495,1.9399160146713257, Eight,38923,False,False,False,True,42488.095745332546,1.2557156419838302,8386.7021484375,34243.890625,23711.96875,0.009291683323681355,0.01774103194475174,0.08829503506422043
secondary_grid_bee_a0.5_s1,secondary_grid,additive,bee, bee,32737,insect_surrogate,0.5,1.0,0.5,1.0,7.655306399101391e-05,0.37624064087867737,0.6203159093856812,-8.500000072682784,6.214099884033203, Four,13038,False,False,False,True,72941.6036161474,2.0381876786482738,12748.3203125,53905.8125,47456.51953125,0.007497879676520824,0.017651109024882317,0.08854945749044418
secondary_grid_bee_a1_s0,secondary_grid,additive,bee, bee,32737,insect_surrogate,1.0,0.0,1.0,0.0,1.7603252899789368e-06,0.9999880790710449,6.14413920629886e-06,-13.250000021140359,1.8446491594659165e-05, Eight,38923,False,False,True,True,48344.73469270777,1.4142867716962606,9344.2490234375,47433.09375,0.0,0.012937488034367561,0.009559855796396732,0.0
secondary_grid_bee_a1_s0.03125,secondary_grid,additive,bee, bee,32737,insect_surrogate,1.0,0.03125,1.0,0.03125,3.894152769134962e-07,0.9914175271987915,0.008577442727982998,-14.7499999985363,0.04504051059484482, Eight,38923,False,False,True,True,48478.81929884617,1.4295460816086105,9525.3359375,47510.6796875,1482.973876953125,0.01280400063842535,0.010061281733214855,0.0883479118347168
secondary_grid_bee_a1_s0.0625,secondary_grid,additive,bee, bee,32737,insect_surrogate,1.0,0.0625,1.0,0.0625,5.746580063714646e-05,0.9857814908027649,0.014061417430639267,-9.749999997934689,0.08213939517736435, Eight,38923,False,False,False,True,48719.861668869366,1.4469237625035716,9712.158203125,47649.8125,2965.513916015625,0.012681268155574799,0.010499351657927036,0.08797457814216614
secondary_grid_bee_a1_s0.125,secondary_grid,additive,bee, bee,32737,insect_surrogate,1.0,0.125,1.0,0.125,0.00012163649807916954,0.9856308102607727,0.014059267938137054,-9.000000058509638,0.08366677165031433, Eight,38923,False,False,False,True,49438.003839998644,1.4864413216096266,10099.916015625,48030.671875,5929.7958984375,0.012355716899037361,0.011868063360452652,0.0883214995265007
secondary_grid_bee_a1_s0.25,secondary_grid,additive,bee, bee,32737,insect_surrogate,1.0,0.25,1.0,0.25,0.00019372579117771238,0.9521174430847168,0.047403134405612946,-8.49999995908299,0.33530721068382263, Eight,38923,False,False,False,True,51925.819741198036,1.5853610468236234,10928.205078125,49358.89453125,11855.9951171875,0.011869645677506924,0.013400220312178135,0.08833030611276627
secondary_grid_bee_a1_s0.5,secondary_grid,additive,bee, bee,32737,insect_surrogate,1.0,0.5,1.0,0.5,0.00024417316308245063,0.7278699278831482,0.26776841282844543,-7.999999982374975,2.429985284805298, Eight,38923,False,False,False,True,60255.407568732735,1.8446419783633905,12746.6083984375,53906.60546875,23713.203125,0.010896213352680206,0.015758143737912178,0.08827004581689835
secondary_grid_bee_a1_s1,secondary_grid,additive,bee, bee,32737,insect_surrogate,1.0,1.0,1.0,1.0,0.00014797187759540975,0.26753947138786316,0.7272475957870483,-7.500000151561428,7.499958038330078, Four,13038,False,False,False,True,84980.05077869196,2.511678921094835,16775.982421875,68463.3203125,47465.2421875,0.009352301247417927,0.017778724431991577,0.08823128044605255
secondary_grid_overdrive_ant_bee_a1.5_s0,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,1.5,0.0,1.5,0.0,1.7603234709895332e-06,0.999987006187439,6.1441323850885965e-06,-13.249999981569646,2.2760526917409152e-05, Eight,38923,False,False,True,True,72507.3717366235,2.12115995196893,14014.69140625,71140.0546875,0.0,0.012961042113602161,0.01007029414176941,0.0
secondary_grid_overdrive_ant_bee_a1.5_s0.03125,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,1.5,0.03125,1.5,0.03125,8.223819918384834e-07,0.989000141620636,0.010986799374222755,-14.000000035405167,0.0604829266667366, Eight,38923,False,False,False,True,72636.63026988949,2.136184721374329,14193.7861328125,71220.9296875,1481.7781982421875,0.012907866388559341,0.01038875337690115,0.08833988755941391
secondary_grid_overdrive_ant_bee_a1.5_s0.0625,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,1.5,0.0625,1.5,0.0625,0.00015374166832771152,0.9702157974243164,0.029297979548573494,-8.750000081828047,0.19501066207885742, Eight,38923,False,False,False,True,72817.53576652847,2.152607977890205,14380.484375,71321.875,2964.005859375,0.01277930662035942,0.010654347017407417,0.08826977014541626
secondary_grid_overdrive_ant_bee_a1.5_s0.125,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,1.5,0.125,1.5,0.125,0.00011975310189882293,0.9703694581985474,0.02930261753499508,-9.000000023624917,0.19314397871494293, Eight,38923,False,False,False,True,73355.62487657348,2.1887312976308655,14760.2841796875,71610.15625,5930.19677734375,0.012627093121409416,0.01130858063697815,0.0882483720779419
secondary_grid_overdrive_ant_bee_a1.5_s0.25,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,1.5,0.25,1.5,0.25,0.0002453705237712711,0.9391865730285645,0.0600401870906353,-8.250000021743723,0.44170790910720825, Eight,38923,False,False,False,True,75193.17435251312,2.2751189772748175,15552.15234375,72605.0,11859.9326171875,0.012271847575902939,0.012365552596747875,0.08823929727077484
secondary_grid_overdrive_ant_bee_a1.5_s0.5,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,1.5,0.5,1.5,0.5,0.0006159075419418514,0.6754246354103088,0.3190480172634125,-7.000000003539563,2.9653873443603516, Eight,38923,False,False,False,True,81369.38909291725,2.4955187233059424,17272.208984375,75897.6796875,23710.556640625,0.011599510908126831,0.014310838654637337,0.08836787939071655
secondary_grid_overdrive_ant_bee_a1.5_s1,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,1.5,1.0,1.5,1.0,0.0002123555459547788,0.18136413395404816,0.8128176331520081,-6.750000105645725,8.557842254638672, Four,13038,False,False,False,True,101396.80381580006,3.0753825318095673,21070.30859375,87099.09375,47445.77734375,0.010342476889491081,0.016690809279680252,0.08856736868619919
secondary_grid_overdrive_ant_bee_a2_s0,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,2.0,0.0,2.0,0.0,2.2602932858717395e-06,0.9999840259552002,7.88919805927435e-06,-13.000000006417798,2.331582254555542e-05, Eight,38923,False,False,True,True,96667.5193207348,2.8280334630553963,18685.658203125,94844.375,0.0,0.012991536408662796,0.009850390255451202,0.0
secondary_grid_overdrive_ant_bee_a2_s0.03125,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,2.0,0.03125,2.0,0.03125,1.5924455283311545e-06,0.9046205878257751,0.09534630179405212,-13.249999992055299,0.7343910336494446, Eight,38923,False,False,False,True,96775.28263221649,2.842794431038672,18865.697265625,94907.015625,1482.96337890625,0.012907769531011581,0.010106026194989681,0.08838795125484467
secondary_grid_overdrive_ant_bee_a2_s0.0625,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,2.0,0.0625,2.0,0.0625,0.00015247150440700352,0.9622001647949219,0.037308547645807266,-8.750000057276235,0.25615426898002625, Eight,38923,False,False,False,True,96932.83088988472,2.858601045622822,19049.07421875,94996.3671875,2965.922607421875,0.012843715026974678,0.01028282381594181,0.08804291486740112
secondary_grid_overdrive_ant_bee_a2_s0.125,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,2.0,0.125,2.0,0.125,0.0001537468342576176,0.9702483415603638,0.02929896116256714,-8.750000023658359,0.19449180364608765, Eight,38923,False,False,False,True,97401.1142279838,2.89317983255307,19423.099609375,95260.578125,5928.11181640625,0.01274961233139038,0.010961697436869144,0.08818179368972778
secondary_grid_overdrive_ant_bee_a2_s0.25,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,2.0,0.25,2.0,0.25,0.0002453290217090398,0.939027726650238,0.06003003194928169,-8.250000030252703,0.4438670873641968, Eight,38923,False,False,False,True,98877.41552549673,2.972842229136948,20199.013671875,96063.1171875,11858.3583984375,0.012452464550733566,0.011870793998241425,0.08830564469099045
secondary_grid_overdrive_ant_bee_a2_s0.5,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,2.0,0.5,2.0,0.5,0.0007214986835606396,0.6162022948265076,0.37374556064605713,-6.750000035670851,3.610086441040039, Eight,38923,False,False,False,True,103820.62020003005,3.170327799867492,21857.1640625,98685.6484375,23709.24609375,0.011930596083402634,0.013187315315008163,0.08823269605636597
secondary_grid_overdrive_ant_bee_a2_s1,secondary_grid_overdrive_ant,additive,bee, bee,32737,insect_surrogate,2.0,1.0,2.0,1.0,0.0005133858066983521,0.26594045758247375,0.7229010462760925,-6.2500000966758735,7.552933692932129, Four,13038,False,False,False,True,120511.54076829838,3.6890711431828245,25490.28125,107799.1171875,47461.8515625,0.010919594205915928,0.015542145818471909,0.08824307471513748
family_composite_grid_family_composite_a0_s0,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0,0.0,0.0,0.0,1.1253320053583593e-07,0.999982476234436,1.6701407730579376e-05,-16.000000019046855,0.0, Eight,38923,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
family_composite_grid_family_composite_a0_s0.03125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0,0.03125,0.0,0.03125,4.139516462942083e-08,0.9998981952667236,9.610186680220068e-05,-16.999999949411443,0.00013139063958078623, Eight,38923,False,False,True,True,2116.7901177640283,0.05413174989367014,291.9834899902344,1481.8311767578125,1483.1461181640625,0.0037068859674036503,0.015526523813605309,0.08842331171035767
family_composite_grid_family_composite_a0_s0.0625,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0,0.0625,0.0,0.0625,0.00018051608640234917,0.887194812297821,0.0028237467631697655,-8.499999972581906,2.0595524311065674, Eight,38923,False,False,False,True,4233.337347152252,0.10825373943708186,583.8737182617188,2964.56640625,2965.060302734375,0.003744368674233556,0.01567254215478897,0.08809606730937958
family_composite_grid_family_composite_a0_s0.125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0,0.125,0.0,0.125,3.925676139715506e-07,0.9994431138038635,0.0005527763860300183,-14.750000008349325,0.001411450793966651, Eight,38923,False,False,True,True,8464.89776574022,0.21648444826258004,1167.879638671875,5927.08984375,5929.60009765625,0.00385106448084116,0.015556316822767258,0.09089231491088867
family_composite_grid_family_composite_a0_s0.25,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0,0.25,0.0,0.25,2.817226913975901e-06,0.970680832862854,0.029312020167708397,-12.749999956527367,0.19012948870658875, Eight,38923,False,False,False,True,16927.39753434684,0.4329264541412217,2335.746337890625,11851.6650390625,11858.29296875,0.003829285269603133,0.015555259771645069,0.08828084170818329
family_composite_grid_family_composite_a0_s0.5,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0,0.5,0.0,0.5,2.4906854378059506e-05,0.9045048952102661,0.09533411264419556,-10.499999954048645,0.7356247901916504, Eight,38923,False,False,False,True,33866.73657435039,0.8660698668061573,4671.6513671875,23718.541015625,23718.396484375,0.0037288516759872437,0.01551924180239439,0.0882735624909401
family_composite_grid_family_composite_a0_s1,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0,1.0,0.0,1.0,5.386632983572781e-05,0.43648338317871094,0.5604557394981384,-8.999999980868346,5.527212619781494, Four,13038,False,False,False,True,67733.97555923686,1.7320817084211715,9342.1787109375,47412.59765625,47462.203125,0.0037053818814456463,0.015594309195876122,0.08821355551481247
family_composite_grid_family_composite_a0.03125_s0,family_composite_grid,additive,family_composite,,,insect_family_composite,0.03125,0.0,0.03125,0.0,3.0590089750148763e-07,0.9999953508377075,3.726635895873187e-06,-15.000000002650546,8.898475243768189e-06, Eight,38923,False,False,True,True,1510.702555032756,0.04418241476426793,291.8293762207031,1482.24755859375,0.0,0.016754312440752983,0.014201651327311993,0.0
family_composite_grid_family_composite_a0.03125_s0.03125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.03125,0.03125,0.03125,0.03125,5.043311830377206e-07,0.9999673366546631,7.889067092037294e-06,-14.50000001159614,0.0002299568586749956, Eight,38923,False,False,True,True,2629.500150025513,0.07772444041666263,519.1824951171875,2108.481201171875,1482.911865234375,0.011567743495106697,0.02069883793592453,0.08817905932664871
family_composite_grid_family_composite_a0.03125_s0.0625,family_composite_grid,additive,family_composite,,,insect_family_composite,0.03125,0.0625,0.03125,0.0625,5.0424239361746e-07,0.9997913241386414,0.00020342590869404376,-14.500000047135103,0.0003467971400823444, Eight,38923,False,False,True,True,4527.789785813605,0.12643803634691278,790.1680297851562,3330.42919921875,2963.908935546875,0.00899702962487936,0.02016940526664257,0.088112011551857
family_composite_grid_family_composite_a0.03125_s0.125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.03125,0.125,0.03125,0.125,8.305523806484416e-07,0.9988258481025696,0.0011695048306137323,-13.999999996907869,0.003830785397440195, Eight,38923,False,False,True,True,8635.312227435938,0.23122370108811272,1358.534912109375,6128.3955078125,5930.0732421875,0.0068871136754751205,0.018359949812293053,0.09092961996793747
family_composite_grid_family_composite_a0.03125_s0.25,family_composite_grid,additive,family_composite,,,insect_family_composite,0.03125,0.25,0.03125,0.25,4.699005785369081e-06,0.9820042252540588,0.017986034974455833,-12.249999938718585,0.10780755430459976, Eight,38923,False,False,False,True,17030.102379704123,0.4457035897657639,2516.84326171875,11965.8369140625,11853.6337890625,0.005495443940162659,0.017115389928221703,0.0882994681596756
family_composite_grid_family_composite_a0.03125_s0.5,family_composite_grid,additive,family_composite,,,insect_family_composite,0.03125,0.5,0.03125,0.5,4.7639114200137556e-05,0.8172122836112976,0.1823447048664093,-9.750000022454625,1.5361719131469727, Eight,38923,False,False,False,True,33941.07571664387,0.877868916029035,4846.60888671875,23790.19140625,23717.794921875,0.004600719548761845,0.016389532014727592,0.08826526999473572
family_composite_grid_family_composite_a0.03125_s1,family_composite_grid,additive,family_composite,,,insect_family_composite,0.03125,1.0,0.03125,1.0,4.2000967368949205e-05,0.56112140417099,0.4370017945766449,-9.499999917202032,4.149765491485596, Eight,38923,False,False,False,True,67785.38008510924,1.7433467583866482,9515.8154296875,47455.0546875,47458.6640625,0.004197519738227129,0.01600656285881996,0.08821860700845718
family_composite_grid_family_composite_a0.0625_s0,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0625,0.0,0.0625,0.0,7.837305020075291e-06,0.9934062957763672,3.5124365240335464e-05,-11.749999991411615,0.10110669583082199, Eight,38923,False,False,True,True,3021.0642698077627,0.08836939909267112,583.7927856445312,2964.121337890625,0.0,0.016722846776247025,0.014182417653501034,0.0
family_composite_grid_family_composite_a0.0625_s0.03125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0625,0.03125,0.0625,0.03125,1.4449493335177976e-07,0.9999785423278809,1.670134224696085e-05,-15.7499999354158,2.8658561859629117e-05, Eight,38923,False,False,True,True,3727.8528798107372,0.11422453175111853,789.9293212890625,3328.118408203125,1482.068359375,0.013790078461170197,0.01956145465373993,0.08832336217164993
family_composite_grid_family_composite_a0.0625_s0.0625,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0625,0.0625,0.0625,0.0625,8.314632964356861e-07,0.9999213218688965,7.484594971174374e-05,-13.99999999944953,6.735843635397032e-05, Eight,38923,False,False,True,True,5258.705409161893,0.1554485231438309,1038.42041015625,4217.03271484375,2965.181396484375,0.011551346629858017,0.02083885483443737,0.08818492293357849
family_composite_grid_family_composite_a0.0625_s0.125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0625,0.125,0.0625,0.125,7.864181498007383e-06,0.9968129992485046,0.003172637429088354,-11.750000005727204,0.013548152521252632, Eight,38923,False,False,True,True,9056.41746312565,0.2528870486805051,1580.3017578125,6660.24853515625,5929.7919921875,0.008989304304122925,0.020062249153852463,0.08831684291362762
family_composite_grid_family_composite_a0.0625_s0.25,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0625,0.25,0.0625,0.25,7.70792848925339e-06,0.9770073890686035,0.022977013140916824,-11.750000020976271,0.1434277892112732, Eight,38923,False,False,False,True,17264.96754587703,0.4623185843970294,2716.530029296875,12252.8603515625,11856.0947265625,0.006867515854537487,0.018406931310892105,0.08828860521316528
family_composite_grid_family_composite_a0.0625_s0.5,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0625,0.5,0.0625,0.5,4.9645448598312214e-05,0.851629376411438,0.14799098670482635,-9.749999990390299,1.2130736112594604, Eight,38923,False,False,False,True,34069.44588416925,0.8915188362615424,5032.9580078125,23930.978515625,23721.3984375,0.005383488722145557,0.01710216887295246,0.08828023076057434
family_composite_grid_family_composite_a0.0625_s1,family_composite_grid,additive,family_composite,,,insect_family_composite,0.0625,1.0,0.0625,1.0,4.197953603579663e-05,0.43677881360054016,0.5608351230621338,-9.24999993627293,5.520296573638916, Four,13038,False,False,False,True,67887.92215348424,1.7558591397728185,9693.58203125,47563.203125,47460.99609375,0.0046160537749528885,0.016384698450565338,0.08855173736810684
family_composite_grid_family_composite_a0.125_s0,family_composite_grid,additive,family_composite,,,insect_family_composite,0.125,0.0,0.125,0.0,3.726314162122435e-06,0.9999090433120728,4.784682460012846e-06,-12.500000012324954,0.0008534438093192875, Eight,38923,False,False,True,True,6042.805593033321,0.17675616269308272,1167.682861328125,5928.91357421875,0.0,0.016689755022525787,0.014109985902905464,0.0
family_composite_grid_family_composite_a0.125_s0.03125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.125,0.03125,0.125,0.03125,2.3823531591915525e-07,0.999993085861206,4.785084456671029e-06,-15.250000015226847,9.919678632286377e-06, Eight,38923,False,False,True,True,6449.869498491221,0.19697619926690083,1358.1317138671875,6128.666015625,1481.8055419921875,0.015154752880334854,0.017474085092544556,0.08823380619287491
family_composite_grid_family_composite_a0.125_s0.0625,family_composite_grid,additive,family_composite,,,insect_family_composite,0.125,0.0625,0.125,0.0625,0.00015803992573637515,0.997340738773346,0.002472160616889596,-8.750000058982382,0.011103538796305656, Eight,38923,False,False,True,True,7456.642032118026,0.22846018179495858,1579.8262939453125,6657.57470703125,2963.50439453125,0.01373982336372137,0.019548524171113968,0.08823427557945251
family_composite_grid_family_composite_a0.125_s0.125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.125,0.125,0.125,0.125,3.517125514918007e-05,0.9947324991226196,0.005219877231866121,-10.2500000009803,0.025039957836270332, Eight,38923,False,False,True,True,10514.911583432484,0.31084020067993323,2076.578857421875,8430.3076171875,5931.36572265625,0.011603167280554771,0.020849978551268578,0.088267482817173
family_composite_grid_family_composite_a0.125_s0.25,family_composite_grid,additive,family_composite,,,insect_family_composite,0.125,0.25,0.125,0.25,1.6466328816022724e-05,0.9859073162078857,0.014063212089240551,-11.000000011307652,0.08094166964292526, Eight,38923,False,False,False,True,18115.850871891198,0.5058450155857288,3160.9365234375,13329.07421875,11854.4638671875,0.009000740945339203,0.018287362530827522,0.08834619075059891
family_composite_grid_family_composite_a0.125_s0.5,family_composite_grid,additive,family_composite,,,insect_family_composite,0.125,0.5,0.125,0.5,6.373192445607856e-05,0.8514410257339478,0.14795824885368347,-9.499999911528922,1.2157119512557983, Eight,38923,False,False,False,True,34528.66360760969,0.9245888965110907,5432.64013671875,24496.064453125,23720.41015625,0.00678570382297039,0.018472490832209587,0.08892103284597397
family_composite_grid_family_composite_a0.125_s1,family_composite_grid,additive,family_composite,,,insect_family_composite,0.125,1.0,0.125,1.0,3.61897109542042e-05,0.6208065748214722,0.3765382170677185,-9.749999988033228,3.5198636054992676, Eight,38923,False,False,False,True,68152.61599768927,1.783325049060819,10066.7890625,47862.4765625,47461.796875,0.005423491820693016,0.017190158367156982,0.08822833746671677
family_composite_grid_family_composite_a0.25_s0,family_composite_grid,additive,family_composite,,,insect_family_composite,0.25,0.0,0.25,0.0,1.0129418114956934e-05,0.9999333620071411,1.3006430890527554e-05,-11.500000042901663,0.0004042520886287093, Eight,38923,False,False,True,True,12084.505217584878,0.353502997808502,2335.468505859375,11856.6796875,0.0,0.01670016720890999,0.014116063714027405,0.0
family_composite_grid_family_composite_a0.25_s0.03125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.25,0.03125,0.25,0.03125,1.0672318921933766e-06,0.9995577931404114,0.0004305520560592413,-13.749999973580397,0.0010589063167572021, Eight,38923,False,False,True,True,12315.556123280607,0.3703147994475425,2516.345458984375,11964.2177734375,1482.7073974609375,0.01594344899058342,0.015911895781755447,0.08817867934703827
family_composite_grid_family_composite_a0.25_s0.0625,family_composite_grid,additive,family_composite,,,insect_family_composite,0.25,0.0625,0.25,0.0625,0.00015702986274845898,0.9909665584564209,0.008573540486395359,-8.750000071642045,0.04955686256289482, Eight,38923,False,False,True,True,12890.480531282143,0.393857009395732,2716.78125,12247.5947265625,2963.1083984375,0.015164789743721485,0.01740865409374237,0.08834567666053772
family_composite_grid_family_composite_a0.25_s0.125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.25,0.125,0.25,0.125,5.805087857879698e-05,0.9958180785179138,0.004069680813699961,-9.750000024900995,0.01914338953793049, Eight,38923,False,False,True,True,14913.662736016275,0.45696498833790705,3160.16650390625,13314.818359375,5928.43115234375,0.01372162252664566,0.019488707184791565,0.08831734210252762
family_composite_grid_family_composite_a0.25_s0.25,family_composite_grid,additive,family_composite,,,insect_family_composite,0.25,0.25,0.25,0.25,4.5005606807535514e-05,0.9913144707679749,0.008576550520956516,-10.000000011951077,0.045872390270233154, Eight,38923,False,False,True,True,21037.46518646744,0.6218646912982128,4154.10107421875,16876.369140625,11853.5458984375,0.011491745710372925,0.02085907571017742,0.08836332708597183
family_composite_grid_family_composite_a0.25_s0.5,family_composite_grid,additive,family_composite,,,insect_family_composite,0.25,0.5,0.25,0.5,8.686156070325524e-05,0.9037567973136902,0.09525526314973831,-9.249999978681924,0.7460469007492065, Eight,38923,False,False,False,True,36225.9115378932,1.0114380204130489,6319.5498046875,26643.736328125,23716.8984375,0.008927697315812111,0.020078685134649277,0.08896606415510178
family_composite_grid_family_composite_a0.25_s1,family_composite_grid,additive,family_composite,,,insect_family_composite,0.25,1.0,0.25,1.0,7.887402171036229e-05,0.49774935841560364,0.49774935841560364,-8.750000015210194,4.853726863861084, Eight,38923,False,False,False,True,69106.41626781388,1.8500644340070453,10866.3896484375,49041.54296875,47460.98828125,0.006838478613644838,0.01845325157046318,0.08821208029985428
family_composite_grid_family_composite_a0.5_s0,family_composite_grid,additive,family_composite,,,insect_family_composite,0.5,0.0,0.5,0.0,1.7603180140213226e-06,0.9999839067459106,7.889197149779648e-06,-13.249999982068216,3.8387450331356376e-05, Eight,38923,False,False,True,True,24173.776971066276,0.7070714592209001,4670.84130859375,23718.236328125,0.0,0.016675062477588654,0.013084686361253262,0.0
family_composite_grid_family_composite_a0.5_s0.03125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.5,0.03125,0.5,0.03125,2.376468017928346e-07,0.99752277135849,0.002472611842676997,-15.249999989563703,0.009930825792253017, Eight,38923,False,False,True,True,24310.566005517034,0.7221168098998773,4847.87548828125,23776.162109375,1481.8360595703125,0.016283633187413216,0.014082260429859161,0.08798927068710327
family_composite_grid_family_composite_a0.5_s0.0625,family_composite_grid,additive,family_composite,,,insect_family_composite,0.5,0.0625,0.5,0.0625,5.7645720517029986e-05,0.9888678789138794,0.010985330678522587,-9.749999999280295,0.06160665303468704, Eight,38923,False,False,False,True,24627.908109638924,0.7405827873584278,5032.6982421875,23925.326171875,2963.878173828125,0.015876049175858498,0.014985717833042145,0.08810628205537796
family_composite_grid_family_composite_a0.5_s0.125,family_composite_grid,additive,family_composite,,,insect_family_composite,0.5,0.125,0.5,0.125,5.7983252190751955e-05,0.9946579337120056,0.005219486076384783,-9.749999958302274,0.025745496153831482, Eight,38923,False,False,True,True,25797.443325105098,0.7878278844690283,5431.90380859375,24511.830078125,5930.65673828125,0.015126539394259453,0.017460882663726807,0.08826173841953278
family_composite_grid_family_composite_a0.5_s0.25,family_composite_grid,additive,family_composite,,,insect_family_composite,0.5,0.25,0.5,0.25,7.377959263976663e-05,0.9856751561164856,0.014059900306165218,-9.499999952160174,0.08335749804973602, Eight,38923,False,False,False,True,29817.490132521652,0.9136064628927535,6317.9580078125,26620.39453125,11854.1435546875,0.013653927482664585,0.019530603662133217,0.0882796049118042
family_composite_grid_family_composite_a0.5_s0.5,family_composite_grid,additive,family_composite,,,insect_family_composite,0.5,0.5,0.5,0.5,0.0002358398342039436,0.9027067422866821,0.09514458477497101,-8.250000114282482,0.7612987160682678, Eight,38923,False,False,False,True,42082.02644791063,1.2436550278443406,8305.740234375,33752.65234375,23720.66796875,0.011461644433438778,0.020160427317023277,0.08826514333486557
family_composite_grid_family_composite_a0.5_s1,family_composite_grid,additive,family_composite,,,insect_family_composite,0.5,1.0,0.5,1.0,9.551297989673913e-05,0.7739497423171997,0.22174030542373657,-9.000000064656788,1.9760562181472778, Eight,38923,False,False,False,True,72442.3716282924,2.0230311328489656,12643.5400390625,53264.296875,47444.20703125,0.008942307904362679,0.01966654136776924,0.08825144171714783
family_composite_grid_family_composite_a1_s0,family_composite_grid,additive,family_composite,,,insect_family_composite,1.0,0.0,1.0,0.0,2.260290557387634e-06,0.9999828338623047,6.144106919236947e-06,-13.000000021443077,4.5932134526083246e-05, Eight,38923,False,False,True,True,48335.51212154213,1.413911003572121,9341.009765625,47424.33203125,0.0,0.01665855571627617,0.013608776032924652,0.0
