condition,phase,method,target_name,target_surface,target_token_id,target_tier,ant_L7,spider_L7,ant_L22,spider_L22,p_six,p_eight,p_four,log_p_six_minus_log_p_eight,output_kl_from_clean,top_token,top_token_id,causal_flip,strong_reproduction,semantic_coherence,all_coordinate_signs_valid,total_residual_delta_norm,total_normalized_residual_delta_norm,L7_P16_delta_norm,L22_P16_delta_norm,L22_P21_delta_norm,L7_P16_sae_cosine,L22_P16_sae_cosine,L22_P21_sae_cosine
hook_transport_L7_P16,hook_transport_validation,additive,ants, ants,63272,ant,0.0,0.0,0.0,0.0,2.144302925444208e-05,0.9998890161514282,2.7533395041245967e-05,-10.7499999518817,0.000658421020489186, Eight,38923,False,False,True,True,1769.1512451171875,0.18935204018386562,1769.1512451171875,0.0,0.0,0.022132985293865204,0.0,0.0
hook_transport_L22_P16,hook_transport_validation,additive,ants, ants,63272,ant,0.0,0.0,0.0,0.0,1.1253320053583593e-07,0.999982476234436,1.6701407730579376e-05,-16.000000019046855,5.688890691857296e-09, Eight,38923,False,False,True,True,7956.0126953125,0.16772953579746416,0.0,7956.0126953125,0.0,0.0,0.031329043209552765,0.0
hook_transport_L22_P21,hook_transport_validation,additive,ants, ants,63272,ant,0.0,0.0,0.0,0.0,1.754756908667332e-06,0.9968248605728149,0.003172675147652626,-13.250000033342289,0.013498819433152676, Eight,38923,False,False,True,True,5929.82177734375,0.12501315573082988,0.0,0.0,5929.82177734375,0.0,0.0,0.0883404016494751
primary_grid_ants_a0_s0,primary_grid,additive,ants, ants,63272,ant,0.0,0.0,0.0,0.0,1.1253320053583593e-07,0.999982476234436,1.6701407730579376e-05,-16.000000019046855,0.0, Eight,38923,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_grid_ants_a0_s0.03125,primary_grid,additive,ants, ants,63272,ant,0.0,0.03125,0.0,0.03125,4.139516462942083e-08,0.9998981952667236,9.610186680220068e-05,-16.999999949411443,0.00013139063958078623, Eight,38923,False,False,True,True,2116.7901177640283,0.05413174989367014,291.9834899902344,1481.8311767578125,1483.1461181640625,0.0037068859674036503,0.015526523813605309,0.08842331171035767
primary_grid_ants_a0_s0.0625,primary_grid,additive,ants, ants,63272,ant,0.0,0.0625,0.0,0.0625,0.00018051608640234917,0.887194812297821,0.0028237467631697655,-8.499999972581906,2.0595524311065674, Eight,38923,False,False,False,True,4233.337347152252,0.10825373943708186,583.8737182617188,2964.56640625,2965.060302734375,0.003744368674233556,0.01567254215478897,0.08809606730937958
primary_grid_ants_a0_s0.125,primary_grid,additive,ants, ants,63272,ant,0.0,0.125,0.0,0.125,3.925676139715506e-07,0.9994431138038635,0.0005527763860300183,-14.750000008349325,0.001411450793966651, Eight,38923,False,False,True,True,8464.89776574022,0.21648444826258004,1167.879638671875,5927.08984375,5929.60009765625,0.00385106448084116,0.015556316822767258,0.09089231491088867
primary_grid_ants_a0_s0.25,primary_grid,additive,ants, ants,63272,ant,0.0,0.25,0.0,0.25,2.817226913975901e-06,0.970680832862854,0.029312020167708397,-12.749999956527367,0.19012948870658875, Eight,38923,False,False,False,True,16927.39753434684,0.4329264541412217,2335.746337890625,11851.6650390625,11858.29296875,0.003829285269603133,0.015555259771645069,0.08828084170818329
primary_grid_ants_a0_s0.5,primary_grid,additive,ants, ants,63272,ant,0.0,0.5,0.0,0.5,2.4906854378059506e-05,0.9045048952102661,0.09533411264419556,-10.499999954048645,0.7356247901916504, Eight,38923,False,False,False,True,33866.73657435039,0.8660698668061573,4671.6513671875,23718.541015625,23718.396484375,0.0037288516759872437,0.01551924180239439,0.0882735624909401
primary_grid_ants_a0_s1,primary_grid,additive,ants, ants,63272,ant,0.0,1.0,0.0,1.0,5.386632983572781e-05,0.43648338317871094,0.5604557394981384,-8.999999980868346,5.527212619781494, Four,13038,False,False,False,True,67733.97555923686,1.7320817084211715,9342.1787109375,47412.59765625,47462.203125,0.0037053818814456463,0.015594309195876122,0.08821355551481247
primary_grid_ants_a0.03125_s0,primary_grid,additive,ants, ants,63272,ant,0.03125,0.0,0.03125,0.0,1.855388234162092e-07,0.9999982118606567,8.315272452819045e-07,-15.499999898002795,1.4568568985851016e-05, Eight,38923,False,False,True,True,1510.6757730625554,0.044178913874538296,291.7868347167969,1482.2286376953125,0.0,0.03003043308854103,0.02649088390171528,0.0
primary_grid_ants_a0.03125_s0.03125,primary_grid,additive,ants, ants,63272,ant,0.03125,0.03125,0.03125,0.03125,2.256444076920161e-06,0.9982811212539673,9.59464450716041e-05,-13.000000043379847,0.02276550605893135, Eight,38923,False,False,True,True,2519.8809479941615,0.07053637968001182,442.209228515625,1989.39892578125,1482.0738525390625,0.02228851616382599,0.03165159374475479,0.0883568599820137
primary_grid_ants_a0.03125_s0.0625,primary_grid,additive,ants, ants,63272,ant,0.03125,0.0625,0.03125,0.0625,7.820071004971396e-06,0.9912219047546387,0.008575749583542347,-11.750000073845117,0.04725027456879616, Eight,38923,False,False,True,True,4409.16625215712,0.11784327704375248,690.275390625,3190.309326171875,2964.1513671875,0.015888402238488197,0.019348882138729095,0.08833425492048264
primary_grid_ants_a0.03125_s0.125,primary_grid,additive,ants, ants,63272,ant,0.03125,0.125,0.03125,0.125,8.311675401273533e-07,0.9995656609535217,0.00043055546120740473,-14.000000016344767,0.0009937755530700088, Eight,38923,False,False,True,True,8502.105209235693,0.22179729265744497,1244.9635009765625,5966.40576171875,5927.7197265625,0.010606328025460243,0.02207047864794731,0.088315948843956
primary_grid_ants_a0.03125_s0.25,primary_grid,additive,ants, ants,63272,ant,0.03125,0.25,0.03125,0.25,4.699005785369081e-06,0.9820042252540588,0.017986034974455833,-12.249999938718585,0.10780660808086395, Eight,38923,False,False,False,True,16902.40442581064,0.4361275263273077,2396.34912109375,11807.857421875,11854.251953125,0.007332708220928907,0.01693391427397728,0.0883362740278244
primary_grid_ants_a0.03125_s0.5,primary_grid,additive,ants, ants,63272,ant,0.03125,0.5,0.03125,0.5,2.5442583137191832e-05,0.9239600896835327,0.07584326714277267,-10.499999884978914,0.5678954720497131, Eight,38923,False,False,False,False,33804.549469423335,0.8681371265217573,4724.3818359375,23619.72265625,23717.8515625,0.005593085661530495,0.017289405688643456,0.08831090480089188
primary_grid_ants_a0.03125_s1,primary_grid,additive,ants, ants,63272,ant,0.03125,1.0,0.03125,1.0,3.272372850915417e-05,0.5613502860069275,0.4371800720691681,-9.749999928151421,4.145204544067383, Eight,38923,False,False,False,False,67674.28224754398,1.7339476308514092,9390.94921875,47320.890625,47458.94921875,0.0046857246197760105,0.01638628914952278,0.0885533019900322
primary_grid_ants_a0.0625_s0,primary_grid,additive,ants, ants,63272,ant,0.0625,0.0,0.0625,0.0,6.475793270510621e-07,0.9999754428863525,2.260273959109327e-06,-14.24999998064145,0.00021170808759052306, Eight,38923,False,False,True,True,3021.445361943742,0.08838311907836799,583.9017944335938,2964.48828125,0.0,0.029741719365119934,0.02662533149123192,0.0
primary_grid_ants_a0.0625_s0.03125,primary_grid,additive,ants, ants,63272,ant,0.0625,0.03125,0.0625,0.03125,3.05871139971714e-07,0.9998980760574341,4.539530345937237e-05,-15.000000005752637,0.0006023619207553566, Eight,38923,False,False,True,True,3576.3201600906064,0.1045608889030796,690.3985595703125,3179.880859375,1483.83740234375,0.026894988492131233,0.03187111020088196,0.08869952708482742
primary_grid_ants_a0.0625_s0.0625,primary_grid,additive,ants, ants,63272,ant,0.0625,0.0625,0.0625,0.0625,1.0109073627972975e-05,0.9979250431060791,0.0019264485454186797,-11.500000045811237,0.00882994569838047, Eight,38923,False,False,True,True,5041.2798759086545,0.14110916471556542,884.5966796875,3980.754638671875,2964.048583984375,0.022052234038710594,0.031401485204696655,0.0881301537156105
primary_grid_ants_a0.0625_s0.125,primary_grid,additive,ants, ants,63272,ant,0.0625,0.125,0.0625,0.125,6.1369551076495554e-06,0.9988188147544861,0.0011694965651258826,-11.999999966221294,0.003858818905428052, Eight,38923,False,False,True,True,8801.586089496126,0.2353988208300774,1380.406005859375,6356.71923828125,5929.12451171875,0.015805451199412346,0.026843082159757614,0.08827779442071915
primary_grid_ants_a0.0625_s0.25,primary_grid,additive,ants, ants,63272,ant,0.0625,0.25,0.0625,0.25,1.2625684576050844e-05,0.9706615805625916,0.029311440885066986,-11.249999962274877,0.1902536004781723, Eight,38923,False,False,False,True,17005.517514823467,0.4436071683330663,2489.770263671875,11930.4970703125,11859.67578125,0.010605229996144772,0.022080564871430397,0.08824637532234192
primary_grid_ants_a0.0625_s0.5,primary_grid,additive,ants, ants,63272,ant,0.0625,0.5,0.0625,0.5,4.265797542757355e-05,0.9396044611930847,0.06006690114736557,-10.000000026140714,0.43728113174438477, Eight,38923,False,False,False,True,33809.98348202148,0.8723562996377852,4792.8984375,23611.859375,23719.6796875,0.007291000802069902,0.0189169030636549,0.08824095129966736
primary_grid_ants_a0.0625_s1,primary_grid,additive,ants, ants,63272,ant,0.0625,1.0,0.0625,1.0,3.7345365853980184e-05,0.4989238381385803,0.4989238381385803,-9.499999903744076,4.82757043838501, Eight,38923,False,False,False,False,67616.8961794483,1.7364025299280668,9448.65234375,47228.01171875,47458.21875,0.005549303255975246,0.01724638044834137,0.08854368329048157
primary_grid_ants_a0.125_s0,primary_grid,additive,ants, ants,63272,ant,0.125,0.0,0.125,0.0,1.3707834796150564e-06,0.9998718500137329,4.784504653798649e-06,-13.499999940458089,0.001383101800456643, Eight,38923,False,False,True,True,6041.678652721191,0.1767404252673002,1167.701904296875,5927.76123046875,0.0,0.029747653752565384,0.026543185114860535,0.0
primary_grid_ants_a0.125_s0.03125,primary_grid,additive,ants, ants,63272,ant,0.125,0.03125,0.125,0.03125,6.472678251157049e-07,0.9994944334030151,4.537697896012105e-05,-14.24999998448577,0.0059402030892670155, Eight,38923,False,False,True,True,6273.605133258916,0.18587470957331223,1244.6077880859375,5967.58154296875,1482.24267578125,0.028787309303879738,0.030208827927708626,0.08780357241630554
primary_grid_ants_a0.125_s0.0625,primary_grid,additive,ants, ants,63272,ant,0.125,0.0625,0.125,0.0625,0.0003267655265517533,0.9740743041038513,0.006563261151313782,-7.999999997782003,0.35170087218284607, Eight,38923,False,False,True,True,7152.8752087158955,0.20910314514148548,1380.49169921875,6360.8681640625,2966.01123046875,0.02677600458264351,0.03195296227931976,0.08796482533216476
primary_grid_ants_a0.125_s0.125,primary_grid,additive,ants, ants,63272,ant,0.125,0.125,0.125,0.125,0.00042487666360102594,0.9863818883895874,0.010957714170217514,-7.749999945823686,0.09516554325819016, Eight,38923,False,False,False,True,10078.067869761804,0.28214410355190295,1769.1512451171875,7954.685546875,5929.6318359375,0.022132985293865204,0.03144368901848793,0.08817141503095627
primary_grid_ants_a0.125_s0.25,primary_grid,additive,ants, ants,63272,ant,0.125,0.25,0.125,0.25,7.348827784880996e-05,0.9817832112312317,0.017981987446546555,-9.49999989202183,0.10993991792201996, Eight,38923,False,False,False,True,17607.687502668094,0.47090373385000106,2761.29296875,12721.2001953125,11856.5166015625,0.015811936929821968,0.026934970170259476,0.0882204920053482
primary_grid_ants_a0.125_s0.5,primary_grid,additive,ants, ants,63272,ant,0.125,0.5,0.125,0.5,6.373257201630622e-05,0.8514496684074402,0.14795975387096405,-9.499999901483127,1.2156553268432617, Eight,38923,False,False,False,True,34019.01020617234,0.8873603007078501,4979.70361328125,23873.56640625,23718.103515625,0.01047380268573761,0.02095896005630493,0.08891454339027405
primary_grid_ants_a0.125_s1,primary_grid,additive,ants, ants,63272,ant,0.125,1.0,0.125,1.0,4.191645348328166e-05,0.5599923133850098,0.43612244725227356,-9.49999990210605,4.173677921295166, Eight,38923,False,False,False,True,67635.01442035734,1.744956041773939,9585.5361328125,47221.62890625,47462.9375,0.007260611280798912,0.018428336828947067,0.08823402225971222
primary_grid_ants_a0.25_s0,primary_grid,additive,ants, ants,63272,ant,0.25,0.0,0.25,0.0,1.7602952766537783e-06,0.9999710321426392,7.88909619586775e-06,-13.250000023883217,0.00016993418103083968, Eight,38923,False,False,True,True,12093.861489661107,0.35372626857142586,2336.58349609375,11865.99609375,0.0,0.029755955561995506,0.024544740095734596,0.0
primary_grid_ants_a0.25_s0.03125,primary_grid,additive,ants, ants,63272,ant,0.25,0.03125,0.25,0.03125,5.042016368861368e-07,0.9997103810310364,0.0002611828676890582,-14.499999914779565,0.0007401084876619279, Eight,38923,False,False,True,True,12136.71910631255,0.3588156675081406,2397.30078125,11804.935546875,1482.0244140625,0.029488418251276016,0.026672888547182083,0.08843280375003815
primary_grid_ants_a0.25_s0.0625,primary_grid,additive,ants, ants,63272,ant,0.25,0.0625,0.25,0.0625,0.00024957768619060516,0.9552900195121765,0.03704061359167099,-8.250000024488678,0.36671707034111023, Eight,38923,False,False,False,True,12551.17085442949,0.3718826156324314,2490.21630859375,11939.0341796875,2964.822998046875,0.028823712840676308,0.030124176293611526,0.08842901885509491
primary_grid_ants_a0.25_s0.125,primary_grid,additive,ants, ants,63272,ant,0.25,0.125,0.25,0.125,0.0003300633979961276,0.9839051365852356,0.014034653082489967,-8.000000014329173,0.10718193650245667, Eight,38923,False,False,False,True,14303.80532180485,0.4182646561086593,2762.19287109375,12719.412109375,5931.7529296875,0.026808839291334152,0.03202959895133972,0.0882532000541687
primary_grid_ants_a0.25_s0.25,primary_grid,additive,ants, ants,63272,ant,0.25,0.25,0.25,0.25,0.00015237503976095468,0.9615914225578308,0.03728494420647621,-8.75000007401146,0.26485735177993774, Eight,38923,False,False,False,True,20158.38307986612,0.5643678970695238,3538.93994140625,15911.5,11860.037109375,0.02214580588042736,0.03143664076924324,0.08829239010810852
primary_grid_ants_a0.25_s0.5,primary_grid,additive,ants, ants,63272,ant,0.25,0.5,0.25,0.5,0.00017300000763498247,0.8502550721168518,0.14775216579437256,-8.500000029662779,1.2338675260543823, Eight,38923,False,False,False,True,35216.45995476282,0.9417051138175974,5520.72119140625,25431.36328125,23726.9140625,0.015742098912596703,0.02686549723148346,0.08891043066978455
primary_grid_ants_a0.25_s1,primary_grid,additive,ants, ants,63272,ant,0.25,1.0,0.25,1.0,8.863205584930256e-05,0.5593292713165283,0.43560609221458435,-8.750000018723949,4.187404632568359, Eight,38923,False,False,False,True,68061.93996376841,1.7751086503824798,9959.0908203125,47752.5234375,47465.15234375,0.01052212156355381,0.021560654044151306,0.0885758101940155
primary_grid_ants_a0.5_s0,primary_grid,additive,ants, ants,63272,ant,0.5,0.0,0.5,0.0,3.058994764160161e-07,0.999990701675415,6.144155122456141e-06,-14.999999999041327,1.4969506992201786e-05, Eight,38923,False,False,True,True,24168.311089263523,0.7068605117318105,4669.0830078125,23713.01171875,0.0,0.02974649891257286,0.026567639783024788,0.0
primary_grid_ants_a0.5_s0.03125,primary_grid,additive,ants, ants,63272,ant,0.5,0.03125,0.5,0.03125,1.4189812702625204e-07,0.9820073246955872,0.01798609271645546,-15.749999940420064,0.10781911015510559, Eight,38923,False,False,False,False,24135.84910883353,0.7101614538018691,4721.06298828125,23623.083984375,1483.46875,0.029649481177330017,0.027606738731265068,0.08782152086496353
primary_grid_ants_a0.5_s0.0625,primary_grid,additive,ants, ants,63272,ant,0.5,0.0625,0.5,0.0625,5.129500641487539e-05,0.8799262642860413,0.11908506602048874,-9.749999985761557,0.9578292965888977, Eight,38923,False,False,False,True,24266.065674168316,0.7172916599908379,4791.49072265625,23602.857421875,2964.571044921875,0.029486849904060364,0.028669200837612152,0.08831750601530075
primary_grid_ants_a0.5_s0.125,primary_grid,additive,ants, ants,63272,ant,0.5,0.125,0.5,0.125,5.550020432565361e-05,0.9520632028579712,0.04740043357014656,-9.749999998837586,0.3370644450187683, Eight,38923,False,False,False,True,25092.892847700125,0.7434453209876067,4978.01611328125,23868.107421875,5931.78515625,0.028846243396401405,0.030253861099481583,0.08825936168432236
primary_grid_ants_a0.5_s0.25,primary_grid,additive,ants, ants,63272,ant,0.5,0.25,0.5,0.25,0.00011857863864861429,0.9608526825904846,0.03725630044937134,-9.00000002248329,0.27630364894866943, Eight,38923,False,False,False,True,28595.769540394325,0.8361069404716794,5521.05224609375,25428.3515625,11858.9609375,0.026787135750055313,0.03105355240404606,0.08957339823246002
primary_grid_ants_a0.5_s0.5,primary_grid,additive,ants, ants,63272,ant,0.5,0.5,0.5,0.5,0.0003984678478445858,0.7204468250274658,0.2650375962257385,-7.500000076795996,2.5772526264190674, Eight,38923,False,False,False,True,40332.72541264665,1.128812976356982,7075.3271484375,31844.783203125,23718.732421875,0.022109799087047577,0.030588794499635696,0.08827722072601318
primary_grid_ants_a0.5_s1,primary_grid,additive,ants, ants,63272,ant,0.5,1.0,0.5,1.0,0.00010656306403689086,0.6724863052368164,0.31766003370285034,-8.750000065812019,3.0321059226989746, Eight,38923,False,False,False,True,70452.94700144607,1.8838383553666371,11042.91796875,50896.2578125,47447.26171875,0.01575799286365509,0.026327457278966904,0.0882481187582016
primary_grid_ants_a1_s0,primary_grid,additive,ants, ants,63272,ant,1.0,0.0,1.0,0.0,3.0589933430746896e-07,0.9999902248382568,6.1441523939720355e-06,-14.999999986759358,1.7875678167911246e-05, Eight,38923,False,False,True,True,48350.52620159636,1.4143215558332276,9343.517578125,47439.140625,0.0,0.029734864830970764,0.026533223688602448,0.0
primary_grid_ants_a1_s0.03125,primary_grid,additive,ants, ants,63272,ant,1.0,0.03125,1.0,0.03125,1.307186181520592e-07,0.9046393632888794,0.0953482836484909,-15.749999868637437,0.7342130541801453, Eight,38923,False,False,False,False,48272.07337307741,1.4168171219306587,9394.091796875,47325.9453125,1482.905029296875,0.029703224077820778,0.02663012035191059,0.08804065734148026
primary_grid_ants_a1_s0.0625,primary_grid,additive,ants, ants,63272,ant,1.0,0.0625,1.0,0.0625,5.130208592163399e-05,0.8800477385520935,0.11910150945186615,-9.750000020747144,0.9559164047241211, Eight,38923,False,False,False,False,48256.820042064006,1.4203990675972937,9446.2353515625,47230.27734375,2964.83056640625,0.029618214815855026,0.027673888951539993,0.08844052255153656
primary_grid_ants_a1_s0.125,primary_grid,additive,ants, ants,63272,ant,1.0,0.125,1.0,0.125,4.366870780359022e-05,0.9618672728538513,0.037295639514923096,-9.999999973088451,0.2618055045604706, Eight,38923,False,False,False,True,48535.70869134247,1.4349189845515269,9586.8134765625,47208.578125,5929.43310546875,0.029439914971590042,0.028078747913241386,0.08836071193218231
primary_grid_ants_a1_s0.25,primary_grid,additive,ants, ants,63272,ant,1.0,0.25,1.0,0.25,9.133997809840366e-05,0.9503527879714966,0.04731527715921402,-9.249999982424884,0.3625568151473999, Eight,38923,False,False,False,True,50185.53404187682,1.4871599167216702,9959.7353515625,47736.41796875,11858.5791015625,0.02877906523644924,0.02965795248746872,0.08835868537425995
primary_grid_ants_a1_s0.5,primary_grid,additive,ants, ants,63272,ant,1.0,0.5,1.0,0.5,0.0003890616644639522,0.7034400105476379,0.2587811350822449,-7.500000027518963,2.943052053451538, Eight,38923,False,False,False,True,57192.51802349675,1.6726438337640726,11047.8125,50854.37890625,23722.607421875,0.026739180088043213,0.03154660761356354,0.08823640644550323
primary_grid_ants_a1_s1,primary_grid,additive,ants, ants,63272,ant,1.0,1.0,1.0,1.0,0.0004980358644388616,0.4253518879413605,0.5461626052856445,-6.749999985576799,5.829366207122803, Four,13038,False,False,False,True,80640.75753337663,2.257564649933179,14155.4462890625,63658.640625,47435.5625,0.022151190787553787,0.031023889780044556,0.08855684101581573
primary_grid_overdrive_ant_ants_a1.5_s0,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,1.5,0.0,1.5,0.0,3.927815726001427e-07,0.9999878406524658,6.144137842056807e-06,-14.750000015077514,3.573982394300401e-05, Eight,38923,False,False,True,True,72510.08026132299,2.121205009737267,14014.7451171875,71142.8046875,0.0,0.02971971221268177,0.02657514438033104,0.0
primary_grid_overdrive_ant_ants_a1.5_s0.03125,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,1.5,0.03125,1.5,0.03125,1.741598651960885e-07,0.2689332664012909,0.7310363054275513,-14.250000183593894,7.459528923034668, Four,13038,False,False,False,False,72410.629240556,2.122958068794049,14059.5361328125,71017.1171875,1482.4766845703125,0.029712850227952003,0.026964431628584862,0.08812013268470764
primary_grid_overdrive_ant_ants_a1.5_s0.0625,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,1.5,0.0625,1.5,0.0625,4.19014977524057e-05,0.9229419231414795,0.07575968652963638,-10.000000017495081,0.5826700925827026, Eight,38923,False,False,False,False,72393.2551806653,2.1265258716874853,14112.017578125,70942.59375,2963.570068359375,0.029663367196917534,0.027327198535203934,0.08813289552927017
primary_grid_overdrive_ant_ants_a1.5_s0.125,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,1.5,0.125,1.5,0.125,5.4699237807653844e-05,0.9383232593536377,0.059984996914863586,-9.75000001951068,0.45627617835998535, Eight,38923,False,False,False,False,72455.54332938838,2.136357554414641,14233.453125,70795.9453125,5928.6337890625,0.029564864933490753,0.0279313363134861,0.08836504817008972
primary_grid_overdrive_ant_ants_a1.5_s0.25,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,1.5,0.25,1.5,0.25,0.00014275866851676255,0.900905430316925,0.0949547290802002,-8.74999999842555,0.791301965713501, Eight,38923,False,False,False,True,73392.78846041027,2.1733066308557847,14544.2529296875,70953.1171875,11858.3837890625,0.029248084872961044,0.02890053763985634,0.08957956731319427
primary_grid_overdrive_ant_ants_a1.5_s0.5,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,1.5,0.5,1.5,0.5,0.0004604077839758247,0.648302435874939,0.3062363862991333,-7.250000004793133,3.5668351650238037, Eight,38923,False,False,False,True,78030.5616018356,2.307192227578024,15416.4912109375,72723.1484375,23715.90234375,0.028177816420793533,0.03071456402540207,0.08823177963495255
primary_grid_overdrive_ant_ants_a1.5_s1,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,1.5,1.0,1.5,1.0,0.0005715441075153649,0.23057736456394196,0.6267741918563843,-6.000000064365107,9.10437297821045, Four,13038,False,False,False,True,95985.95352286923,2.7650805634289344,17957.62890625,81483.0,47448.3671875,0.025192903354763985,0.031923044472932816,0.08858387917280197
primary_grid_overdrive_ant_ants_a2_s0,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,2.0,0.0,2.0,0.0,5.043403348281572e-07,0.9999854564666748,6.144123290141579e-06,-14.499999985610296,4.7119028749875724e-05, Eight,38923,False,False,True,True,96650.09640701507,2.8276649010115182,18684.23046875,94826.8984375,0.0,0.029715195298194885,0.026331668719649315,0.0
primary_grid_overdrive_ant_ants_a2_s0.03125,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,2.0,0.03125,2.0,0.03125,9.911804710327488e-08,0.11919979006052017,0.8807739019393921,-14.000000016577843,9.323463439941406, Four,13038,False,False,False,False,96532.25883938125,2.8291933112867653,18729.77734375,94686.203125,1481.6798095703125,0.029711954295635223,0.026668421924114227,0.08883638679981232
primary_grid_overdrive_ant_ants_a2_s0.0625,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,2.0,0.0625,2.0,0.0625,8.165758481482044e-05,0.8496116995811462,0.14764036238193512,-9.249999990724842,1.2449491024017334, Eight,38923,False,False,False,False,96495.45665463344,2.8326656880783245,18785.015625,94602.875,2965.195556640625,0.029701758176088333,0.02695906162261963,0.0882401317358017
primary_grid_overdrive_ant_ants_a2_s0.125,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,2.0,0.125,2.0,0.125,7.022391218924895e-05,0.9381722211837769,0.05997534468770027,-9.499999933301426,0.45842722058296204, Eight,38923,False,False,False,False,96528.26969234513,2.84082813745553,18889.86328125,94475.890625,5931.779296875,0.02961319498717785,0.027406269684433937,0.09086603671312332
primary_grid_overdrive_ant_ants_a2_s0.25,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,2.0,0.25,2.0,0.25,0.00018297396309208125,0.8992747068405151,0.09478285163640976,-8.499999971587672,0.8186015486717224, Eight,38923,False,False,False,True,97088.6357813311,2.869941245577233,19171.51171875,94434.984375,11861.2841796875,0.029419787228107452,0.02832237258553505,0.08827757090330124
primary_grid_overdrive_ant_ants_a2_s0.5,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,2.0,0.5,2.0,0.5,0.0006077062571421266,0.40421074628829956,0.5190168619155884,-6.500000034639131,6.46682071685791, Four,13038,False,False,False,True,100407.82582005489,2.974785948679408,19918.314453125,95511.8203125,23716.75390625,0.02877545729279518,0.030214941129088402,0.08826174587011337
primary_grid_overdrive_ant_ants_a2_s1,primary_grid_overdrive_ant,additive,ants, ants,63272,ant,2.0,1.0,2.0,1.0,0.0006157532916404307,0.31896811723709106,0.52588951587677,-6.250000048078794,8.179512023925781, Four,13038,False,False,False,True,114399.40512511917,3.3452846176116666,22092.580078125,101723.3359375,47450.0234375,0.02675734832882881,0.03179342299699783,0.088584765791893
primary_grid_ant_a0_s0,primary_grid,additive,ant, ant,2314,ant,0.0,0.0,0.0,0.0,1.1253320053583593e-07,0.999982476234436,1.6701407730579376e-05,-16.000000019046855,0.0, Eight,38923,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_grid_ant_a0_s0.03125,primary_grid,additive,ant, ant,2314,ant,0.0,0.03125,0.0,0.03125,4.139516462942083e-08,0.9998981952667236,9.610186680220068e-05,-16.999999949411443,0.00013139063958078623, Eight,38923,False,False,True,True,2116.7901177640283,0.05413174989367014,291.9834899902344,1481.8311767578125,1483.1461181640625,0.0037068859674036503,0.015526523813605309,0.08842331171035767
primary_grid_ant_a0_s0.0625,primary_grid,additive,ant, ant,2314,ant,0.0,0.0625,0.0,0.0625,0.00018051608640234917,0.887194812297821,0.0028237467631697655,-8.499999972581906,2.0595524311065674, Eight,38923,False,False,False,True,4233.337347152252,0.10825373943708186,583.8737182617188,2964.56640625,2965.060302734375,0.003744368674233556,0.01567254215478897,0.08809606730937958
primary_grid_ant_a0_s0.125,primary_grid,additive,ant, ant,2314,ant,0.0,0.125,0.0,0.125,3.925676139715506e-07,0.9994431138038635,0.0005527763860300183,-14.750000008349325,0.001411450793966651, Eight,38923,False,False,True,True,8464.89776574022,0.21648444826258004,1167.879638671875,5927.08984375,5929.60009765625,0.00385106448084116,0.015556316822767258,0.09089231491088867
primary_grid_ant_a0_s0.25,primary_grid,additive,ant, ant,2314,ant,0.0,0.25,0.0,0.25,2.817226913975901e-06,0.970680832862854,0.029312020167708397,-12.749999956527367,0.19012948870658875, Eight,38923,False,False,False,True,16927.39753434684,0.4329264541412217,2335.746337890625,11851.6650390625,11858.29296875,0.003829285269603133,0.015555259771645069,0.08828084170818329
primary_grid_ant_a0_s0.5,primary_grid,additive,ant, ant,2314,ant,0.0,0.5,0.0,0.5,2.4906854378059506e-05,0.9045048952102661,0.09533411264419556,-10.499999954048645,0.7356247901916504, Eight,38923,False,False,False,True,33866.73657435039,0.8660698668061573,4671.6513671875,23718.541015625,23718.396484375,0.0037288516759872437,0.01551924180239439,0.0882735624909401
primary_grid_ant_a0_s1,primary_grid,additive,ant, ant,2314,ant,0.0,1.0,0.0,1.0,5.386632983572781e-05,0.43648338317871094,0.5604557394981384,-8.999999980868346,5.527212619781494, Four,13038,False,False,False,True,67733.97555923686,1.7320817084211715,9342.1787109375,47412.59765625,47462.203125,0.0037053818814456463,0.015594309195876122,0.08821355551481247
primary_grid_ant_a0.03125_s0,primary_grid,additive,ant, ant,2314,ant,0.03125,0.0,0.03125,0.0,1.855382691928753e-07,0.999995231628418,3.7266354411258362e-06,-15.499999904866941,7.291023848665645e-06, Eight,38923,False,False,True,True,1510.5486107434647,0.04418975398377192,291.9624328613281,1482.064453125,0.0,0.012639708817005157,0.032484956085681915,0.0
