stages,scope,tested_layers,spider_suppression,ant_factor_L7,ant_factor_L22,ant_factor_L27,factor_l1,factor_l2,maximum_ant_factor,success,total_delta_norm,spider_feature_ids,spider_positions,spider_targets,ant_feature_ids,ant_positions,ant_targets,operation_delta_norms,top_token,top_probability,p_six,p_eight,p_four,log_p_six_minus_log_p_eight,top_tokens
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,2.5,2.75,7.75,4.479118216792229,2.75,False,5818.774392831578,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 4557.7888107299805, 901.0985374450684, 2598.0014038085938]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 4557.78955078125, 901.0985107421875, 345.9495544433594, 0.0, 847.7107543945312, 405.4908447265625, 2598.001708984375]", Eight,0.9751803874969482,0.022934045642614365,0.9751803874969482,0.0018825409933924675,-3.7499999509159134,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9751803874969482}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.022934045642614365}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0018825409933924675}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.3369324278755812e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 8.108905262815824e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 3.8303753058244183e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 2.9830994208168704e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 8.546722796154427e-08}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 5.183849793866102e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 4.037186229766121e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 9.008179979730357e-09}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 9.008179979730357e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,2.5,3.0,8.0,4.636809247747852,3.0,False,5927.994534230647,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 4557.7888107299805, 901.0985374450684, 2834.183349609375]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 4557.78955078125, 901.0985107421875, 345.9495544433594, 0.0, 847.7107543945312, 405.4908447265625, 2834.18359375]", Eight,0.9755874276161194,0.022943617776036263,0.9755874276161194,0.0014667363138869405,-3.7499999741521717,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9755874276161194}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.022943617776036263}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0014667363138869405}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.0416385975986486e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 6.317857810245187e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 2.324209873449945e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 1.8100966769907245e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 6.658972750983594e-08}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 3.1454760573979e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 3.1454760573979e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 7.018505776557049e-09}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 4.256939245550484e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,2.5,3.25,8.25,4.802343178074636,3.25,False,6044.474065330022,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 4557.7888107299805, 901.0985374450684, 3070.3652954101562]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 4557.78955078125, 901.0985107421875, 345.9495544433594, 0.0, 847.7107543945312, 405.4908447265625, 3070.365478515625]", Eight,0.9688693284988403,0.029257318004965782,0.9688693284988403,0.0018703577807173133,-3.5000000202970742,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9688693284988403}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.029257318004965782}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0018703577807173133}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.3282801774039399e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 8.056426281655149e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 3.8055864592934086e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 2.963793690469174e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 8.491411307431918e-08}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 5.150301518597189e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 4.0110585075581184e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 1.149187500715243e-08}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 6.970175103759857e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,2.5,3.5,8.5,4.9749371855331,3.5,False,6167.801978781367,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 4557.7888107299805, 901.0985374450684, 3306.5472412109375]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 4557.78955078125, 901.0985107421875, 345.9495544433594, 0.0, 847.7107543945312, 405.4908447265625, 3306.5478515625]", Eight,0.9751811623573303,0.022934064269065857,0.9751811623573303,0.001882542623206973,-3.7499999333228233,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9751811623573303}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.022934064269065857}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.001882542623206973}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.0412048823127407e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 6.315227096820308e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 2.983101978770719e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 2.3232421142438398e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 6.656200213228658e-08}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 4.037189427208432e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 3.1441661718645264e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 7.015583225467026e-09}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 5.4637414592662026e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,2.75,2.5,7.75,4.479118216792229,2.75,False,6092.7163611902315,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5013.5676918029785, 991.2083911895752, 2361.8194580078125]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5013.568359375, 991.2084350585938, 308.2480163574219, 0.0, 801.3717651367188, 408.7108154296875, 2361.819580078125]", Eight,0.9746597409248352,0.02292180061340332,0.9746597409248352,0.0024159401655197144,-3.749999976867028,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9746597409248352}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.02292180061340332}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0024159401655197144}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 8.104576068035385e-07}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 8.104576068035385e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 3.828330363830901e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 2.9815066682203906e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 8.542160401248111e-08}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 4.035030798377193e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 4.035030798377193e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 9.003370493587681e-09}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 7.011832003911422e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,2.75,2.75,8.0,4.623310502226732,2.75,False,6188.102601683367,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5013.5676918029785, 991.2083911895752, 2598.0014038085938]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5013.568359375, 991.2084350585938, 308.2480163574219, 0.0, 801.3717651367188, 408.7108154296875, 2598.001708984375]", Eight,0.9683553576469421,0.02924179844558239,0.9683553576469421,0.002400313038378954,-3.4999999855801853,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9683553576469421}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.02924179844558239}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.002400313038378954}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.0339169875805965e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 6.27102338057739e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 3.803567665272567e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 2.9622216857205785e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 8.486907177029934e-08}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 4.008931142607253e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 3.122158531709829e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 6.966477616998645e-09}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 6.966477616998645e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,2.75,3.0,8.25,4.7762432936357,3.0,False,6290.91389006052,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5013.5676918029785, 991.2083911895752, 2834.183349609375]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5013.568359375, 991.2084350585938, 308.2480163574219, 0.0, 801.3717651367188, 408.7108154296875, 2834.18359375]", Eight,0.9683550596237183,0.029241789132356644,0.9683550596237183,0.002400312339887023,-3.499999996308121,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9683550596237183}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.029241789132356644}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.002400312339887023}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.0339166465200833e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 8.052150519688439e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 3.80356652840419e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 3.80356652840419e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 1.089740067072853e-07}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 5.147567705421352e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 4.008929721521781e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 8.945130858251105e-09}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 8.945130858251105e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,2.75,3.25,8.5,4.937104414532874,3.25,False,6400.792536923471,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5013.5676918029785, 991.2083911895752, 3070.3652954101562]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5013.568359375, 991.2084350585938, 308.2480163574219, 0.0, 801.3717651367188, 408.7108154296875, 3070.365478515625]", Eight,0.9746595025062561,0.022921795025467873,0.9746595025062561,0.0024159394670277834,-3.7499999760323535,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9746595025062561}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.022921795025467873}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0024159394670277834}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.0406479304947425e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 8.104573794298631e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 3.828329511179618e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 2.981506099786202e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 1.0968348362894176e-07}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 5.181080808824845e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 4.035029732563089e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 9.003368717230842e-09}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 9.003368717230842e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,2.75,3.5,8.75,5.105144464165535,3.5,False,6517.3813471169005,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5013.5676918029785, 991.2083911895752, 3306.5472412109375]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5013.568359375, 991.2084350585938, 308.2480163574219, 0.0, 801.3717651367188, 408.7108154296875, 3306.5478515625]", Eight,0.9751810431480408,0.02293406054377556,0.9751810431480408,0.0018825423903763294,-3.749999973514411,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9751810431480408}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.02293406054377556}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0018825423903763294}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.041204768625903e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 6.315225959951931e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 2.9831014103365305e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 2.3232418300267454e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 8.546729191039049e-08}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 4.037189071937064e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 3.1441658165931585e-08}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 9.008186196979295e-09}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 7.015582781377816e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,3.0,2.5,8.0,4.636809247747852,3.0,False,6478.491866695547,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5469.346572875977, 1081.318244934082, 2361.8194580078125]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5469.34765625, 1081.3182373046875, 264.0375671386719, 0.0, 745.1312866210938, 405.3822326660156, 2361.819580078125]", Eight,0.9683552980422974,0.02924179658293724,0.9683552980422974,0.0024003128055483103,-3.4999999877257717,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9683552980422974}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.02924179658293724}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0024003128055483103}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 8.052152224991005e-07}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 8.052152224991005e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 3.8035673810554727e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 3.8035673810554727e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 1.0897402802356737e-07}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 5.1475687712354556e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 4.008930432064517e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 8.945133522786364e-09}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 8.945133522786364e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,3.0,2.75,8.25,4.7762432936357,3.0,False,6568.278162341001,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5469.346572875977, 1081.318244934082, 2598.0014038085938]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5469.34765625, 1081.3182373046875, 264.0375671386719, 0.0, 745.1312866210938, 405.3822326660156, 2598.001708984375]", Eight,0.9503269195556641,0.04731399193406105,0.9503269195556641,0.0023556251544505358,-2.999999986931526,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9503269195556641}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.04731399193406105}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0023556251544505358}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.3028593457420357e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 1.0146678732780856e-06}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 4.792951813215041e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 3.732754407792527e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 1.373203701859893e-07}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 6.486554582352255e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 5.051733964478444e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 1.1271941602331026e-08}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 1.1271941602331026e-08}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,3.0,3.0,8.5,4.924428900898052,3.0,False,6665.22781164167,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5469.346572875977, 1081.318244934082, 2834.183349609375]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5469.34765625, 1081.3182373046875, 264.0375671386719, 0.0, 745.1312866210938, 405.3822326660156, 2834.18359375]", Eight,0.9603783488273621,0.03723790869116783,0.9603783488273621,0.002380539895966649,-3.250000026944325,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9603783488273621}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.03723790869116783}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.002380539895966649}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.0253997970721684e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 1.0253997970721684e-06}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 4.843645911023486e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 3.772235004362301e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 1.387727763813018e-07}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 6.555161746746307e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 5.105165357122132e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 1.1391162679785793e-08}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 8.871446688374363e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,3.0,3.25,8.75,5.080600358225394,3.25,False,6769.033114829653,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5469.346572875977, 1081.318244934082, 3070.3652954101562]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5469.34765625, 1081.3182373046875, 264.0375671386719, 0.0, 745.1312866210938, 405.3822326660156, 3070.365478515625]", Eight,0.9496912956237793,0.047282345592975616,0.9496912956237793,0.0030226593371480703,-2.999999997263477,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9496912956237793}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.047282345592975616}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0030226593371480703}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.3019879361308995e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 1.0139892765437253e-06}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 6.150155513751088e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 4.789745844391291e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 1.3722852543196495e-07}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 6.482216008407704e-08}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 6.482216008407704e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 1.1264402743904611e-08}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 1.1264402743904611e-08}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,3.0,3.5,9.0,5.244044240850758,3.5,False,6879.383971888219,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5469.346572875977, 1081.318244934082, 3306.5472412109375]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5469.34765625, 1081.3182373046875, 264.0375671386719, 0.0, 745.1312866210938, 405.3822326660156, 3306.5478515625]", Eight,0.9603786468505859,0.03723791986703873,0.9603786468505859,0.0023805408272892237,-3.250000037142081,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.9603786468505859}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.03723791986703873}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.0023805408272892237}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.0254001381326816e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 7.985824481693271e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 4.843647616326052e-07}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 2.9378205113061995e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 1.0807638517462692e-07}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 5.1051671334789717e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 3.975907958420066e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 8.871450241088041e-09}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 8.871450241088041e-09}]"
"[""triple_refined""]",L7+L22+L27,"[7, 22, 27]",1.0,2.5,3.25,2.5,8.25,4.802343178074636,3.25,False,6874.301026978369,"[14209, 137239, 23422, 23422, 60476, 129426, 129426, 144881, 144881]","[16, 16, 16, 21, 16, 16, 21, 16, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[42685, 1703, 197021, 248182]","[16, 16, 16, 16]","[315.66993713378906, 5925.125453948975, 1171.4280986785889, 2361.8194580078125]","[84.8398208618164, 133.32498168945312, 315.66998291015625, 1640.0933837890625, 1259.3336181640625, 346.31292724609375, 5925.12646484375, 1171.4281005859375, 220.39263916015625, 0.0, 682.9691772460938, 403.8002624511719, 2361.819580078125]", Eight,0.967694878578186,0.029221853241324425,0.967694878578186,0.003079960821196437,-3.500000001468593,"[{""token"": "" Eight"", ""token_id"": 38923, ""probability"": 0.967694878578186}, {""token"": "" Six"", ""token_id"": 19759, ""probability"": 0.029221853241324425}, {""token"": "" Four"", ""token_id"": 13038, ""probability"": 0.003079960821196437}, {""token"": ""Eight"", ""token_id"": 80357, ""probability"": 1.0332116744393716e-06}, {""token"": "" Many"", ""token_id"": 8732, ""probability"": 1.0332116744393716e-06}, {""token"": "" Legs"", ""token_id"": 156403, ""probability"": 4.880546384811169e-07}, {""token"": "" Two"", ""token_id"": 8512, ""probability"": 4.880546384811169e-07}, {""token"": "" Typically"", ""token_id"": 50338, ""probability"": 1.3983000712869398e-07}, {""token"": "" Usually"", ""token_id"": 34645, ""probability"": 6.60510153238647e-08}, {""token"": "" Some"", ""token_id"": 4943, ""probability"": 5.144058334849433e-08}, {""token"": "" Several"", ""token_id"": 22624, ""probability"": 1.1477944816817853e-08}, {""token"": ""\n\n"", ""token_id"": 108, ""probability"": 8.939032625221444e-09}]"
