layer,transport,residual_delta_norm,relative_residual_delta_norm,clean_edited_cosine,top5_token_overlap,clean_ant_minus_spider,edited_ant_minus_spider,clean_insect_minus_spider,edited_insect_minus_spider,clean_six_minus_eight,edited_six_minus_eight
22,published_jlens,2721.85302734375,0.0702946492406896,0.9982092380523682,1,4.748954772949219,0.9999198913574219,6.4989776611328125,2.749919891357422,-1.76312255859375,-1.959726333618164
23,published_jlens,2980.225341796875,0.07976362190084395,0.9972965121269226,3,-0.5556564331054688,-1.4163818359375,5.944023132324219,3.4567184448242188,-1.0396957397460938,-1.6747665405273438
24,published_jlens,3423.21728515625,0.09048375942285737,0.99637770652771,2,-5.37681770324707,-4.000057220458984,6.998202323913574,3.8749446868896484,2.4115896224975586,0.5359287261962891
25,published_jlens,4177.05517578125,0.10202421720771511,0.9954479336738586,3,-2.9305992126464844,-1.7670459747314453,5.7562408447265625,4.308614730834961,0.5036754608154297,0.1104726791381836
26,published_jlens,5015.17822265625,0.11469601463737286,0.99420166015625,3,-6.131961822509766,-2.7733707427978516,0.8797550201416016,1.3124732971191406,-1.2027320861816406,-0.09039974212646484
27,published_jlens,5950.50439453125,0.121629454205346,0.9935222268104553,2,-3.7590904235839844,-0.10796165466308594,2.240375518798828,2.342367172241211,-1.7534961700439453,-0.12584781646728516
28,published_jlens,6925.427734375,0.12537305337437973,0.9932718276977539,2,-5.291938781738281,0.5221786499023438,-0.7396163940429688,1.2242622375488281,-1.866058349609375,-0.35695505142211914
29,published_jlens,7465.35888671875,0.13105319761794507,0.9918668866157532,2,-4.052528381347656,1.3195743560791016,0.5840606689453125,1.9669113159179688,-1.706190586090088,0.7835311889648438
30,published_jlens,9571.1796875,0.16189834445198872,0.9901559352874756,2,-3.5196056365966797,1.1491413116455078,0.23309898376464844,0.9781761169433594,-0.5665841102600098,0.9116859436035156
31,published_jlens,10209.474609375,0.16143469796700258,0.990929365158081,3,-0.9974803924560547,1.9718255996704102,-0.23111438751220703,-0.20731353759765625,0.3652162551879883,1.5680813789367676
32,published_jlens,12002.7861328125,0.1598102013047513,0.9927023649215698,2,-1.2414779663085938,1.2062807083129883,-1.3844566345214844,-1.0389432907104492,1.2929110527038574,2.0572924613952637
33,identity_final,15026.0244140625,0.17114206269786283,0.9944383502006531,1,-1.9284648895263672,0.7776813507080078,-4.356435775756836,-3.3467159271240234,-0.20453739166259766,1.4897661209106445
